index,ecg
1585,-0.6245824
1586,-0.49029342
1587,-0.42600697
1588,-0.36034912
1589,-0.20807361
1590,-0.12508695
1591,-0.18817969
1592,-0.11813875
1593,-0.11355795
1594,-0.14616953
1595,-0.091184183
1596,-0.046443318
1597,-0.0041551965
1598,0.006803061
1599,0.0099330391
1600,-0.019665082
1601,-0.040473591
1602,0.052610775
1603,0.026297585
1604,0.023167188
1605,0.11511491
1606,0.15657944
1607,0.19955413
1608,0.17143918
1609,0.2258537
1610,0.31608261
1611,0.37923683
1612,0.37006024
1613,0.41175447
1614,0.46197749
1615,0.54320326
1616,0.54880024
1617,0.48250766
1618,0.57314352
1619,0.52836526
1620,0.51934147
1621,0.47618857
1622,0.46593179
1623,0.43017034
1624,0.45440471
1625,0.43137952
1626,0.41159179
1627,0.45023345
1628,0.42072954
1629,0.35379033
1630,0.42603056
1631,0.3832093
1632,0.36046275
1633,0.39338516
1634,0.38357026
1635,0.35661533
1636,0.51977247
1637,0.55465908
1638,0.61016699
1639,0.73042397
1640,0.95537319
1641,1.1374762
1642,1.2442845
1643,1.4987644
1644,1.6533845
1645,1.7163956
1646,1.6937524
1647,1.6150577
1648,1.6204593
1649,1.4205859
1650,1.1758989
1651,0.91863064
1652,0.57623684
1653,0.26696355
1654,0.077792235
1655,0.050024788
1656,0.12544997
1657,0.21135015
1658,0.15532258
1659,0.15655616
1660,0.10462987
1661,0.16696775
1662,0.19685621
1663,0.24186926
1664,0.21510645
1665,0.20137985
1666,0.25710179
1667,0.22749674
1668,0.39845371
1669,0.81057843
1670,1.5422583
1671,1.5267386
1672,1.426058
1673,1.5891262
1674,1.5648449
1675,1.3347122
1676,1.1652085
1677,0.95443408
1678,1.470211
1679,0.39306323
1680,-1.0743015
1681,-3.2593996
1682,-4.1259793
1683,-4.3424462
1684,-3.9225581
1685,-3.1901557
1686,-1.9460608
1687,-1.554774
1688,-1.2963524
1689,-0.56500449
1690,-0.10577056
1691,-0.11813282
1692,-0.16329874
1693,-0.16615776
1694,-0.14780036
1695,-0.13748339
1696,-0.1031855
1697,-0.13264396
1698,-0.097150159
1699,-0.088237275
1700,-0.2129409
1701,-0.23469869
1702,-0.28181156
1703,-0.28953936
1704,-0.32886033
1705,-0.37907232
1706,-0.45602242
1707,-0.39615841
1708,-0.44200544
1709,-0.45891429
1710,-0.52002548
1711,-0.58236633
1712,-0.63331585
1713,-0.70967404
1714,-0.64087024
1715,-0.64152322
1716,-0.63568098
1717,-0.52959221
1718,-0.52781548
1719,-0.4515052
1720,-0.3963212
1721,-0.40267291
1722,-0.29558793
1723,-0.22151419
1724,-0.13692163
1725,-0.038955079
1726,-0.016756396
1727,0.12403993
1728,0.21481016
1729,0.21177552
1730,0.28344253
1731,0.18402967
1732,0.14159571
1733,0.15523323
1734,0.22338072
1735,0.14542889
1736,0.14192719
1737,0.15251023
1738,0.17836236
1739,0.13376138
1740,0.21736044
1741,0.21937523
1742,0.17338218
1743,0.22879701
1744,0.23978375
1745,0.29735952
1746,0.30262429
1747,0.38894263
1748,0.42777253
1749,0.44051275
1750,0.47315826
1751,0.53077965
1752,0.52585974
1753,0.55169954
1754,0.61346969
1755,0.65024299
1756,0.54995
1757,0.5818943
1758,0.5553134
1759,0.47195946
1760,0.48755566
1761,0.4962355
1762,0.46439761
1763,0.40633694
1764,0.37818354
1765,0.37418393
1766,0.39217362
1767,0.3505685
1768,0.40287261
1769,0.38801493
1770,0.25528492
1771,0.28871606
1772,0.35533813
1773,0.40729064
1774,0.58248244
1775,0.55011461
1776,0.7379141
1777,0.93778764
1778,1.153718
1779,1.4648005
1780,1.8358526
1781,2.1568953
1782,2.16781
1783,2.0665876
1784,1.8171367
1785,1.6657929
1786,1.4019038
1787,1.1256864
1788,0.64539177
1789,0.27767517
1790,-0.15344
1791,-0.38774715
1792,-0.44750766
1793,-0.47512055
1794,-0.46610713
1795,-0.46673156
1796,-0.50941984
1797,-0.55514884
1798,-0.47078248
1799,-0.47006473
1800,-0.47874456
1801,-0.44130873
1802,-0.42388426
1803,-0.46550235
1804,-0.42916721
1805,-0.31364066
1806,-0.35887253
1807,-0.22405015
1808,0.16157304
1809,0.77736237
1810,0.85651474
1811,0.93106427
1812,1.1292417
1813,1.0235497
1814,0.76771337
1815,0.61342569
1816,0.69624715
1817,1.176666
1818,1.1316334
1819,-1.0949732
1820,4.0581274
1821,2.0878442
1822,0.4231153
1823,-2.0588691
1824,-3.2376915
1825,-4.5267529
1826,-3.8361573
1827,-1.9750063
1828,-0.78335306
1829,-0.38103834
1830,0.89943175
1831,1.5067459
1832,1.1748641
1833,1.2346958
1834,1.1736633
1835,1.2208137
1836,1.2611729
1837,1.2908708
1838,1.2858577
1839,1.1378515
1840,0.90326781
1841,0.96899861
1842,0.89832916
1843,0.72589558
1844,0.75098858
1845,0.65091167
1846,0.50533326
1847,0.39965642
1848,0.22806365
1849,0.37147076
1850,0.05259877
1851,0.016930755
1852,-0.29166129
1853,-0.17993871
1854,-0.28575471
1855,-0.52406259
1856,-0.54779474
1857,-0.56231929
1858,-0.59153508
1859,-0.79944254
1860,-0.71204342
1861,-0.64138635
1862,-0.65578025
1863,-0.51877396
1864,-0.40917534
1865,-0.41203873
1866,-0.21307428
1867,0.029181096
1868,0.11180697
1869,0.056617946
1870,0.26037196
1871,0.16303214
1872,0.092609966
1873,0.0079472141
1874,0.068280563
1875,0.21874927
1876,0.32833516
1877,0.36364284
1878,0.21674527
1879,0.18037912
1880,0.20337981
1881,0.040300362
1882,0.27022074
1883,0.15252781
1884,0.2082961
1885,0.32871803
1886,0.10004339
1887,0.34049918
1888,0.27333933
1889,0.39224732
1890,0.37920467
1891,0.4715419
1892,0.42477109
1893,0.4245013
1894,0.59528928
1895,0.47449468
1896,0.62632946
1897,0.50017107
1898,0.49472156
1899,0.42461325
1900,0.50887024
1901,0.4418146
1902,0.36925967
1903,0.28237625
1904,0.27723809
1905,0.26045847
1906,-0.00047767913
1907,-0.027998341
1908,-0.2154715
1909,0.049414319
1910,0.0046144104
1911,-0.20377006
1912,-0.24665436
1913,-0.34642498
1914,-0.088971099
1915,-0.42668836
1916,-0.37817546
1917,-0.22328332
1918,-0.3404631
1919,-0.46756212
1920,-0.26919317
1921,-0.26093301
1922,-0.32823634
1923,-0.26777948
1924,-0.41086656
1925,-0.010632832
1926,0.469535
1927,1.0310432
1928,0.94631964
1929,0.79969563
1930,0.47050645
1931,0.37471716
1932,0.12258893
1933,0.23883239
1934,0.34120839
1935,-0.11777447
1936,-0.55829682
1937,-1.1025884
1938,-1.2562895
1939,-1.1822768
1940,-1.2107513
1941,-0.97311758
1942,-1.2009763
1943,-1.2717045
1944,-1.1749427
1945,-1.0787344
1946,-1.0606461
1947,-1.279274
1948,-1.185413
1949,-0.99547326
1950,-0.8901655
1951,-0.10400893
1952,1.5046435
1953,1.3920341
1954,1.3311414
1955,1.1975315
1956,1.0928611
1957,-0.12932652
1958,-1.0382589
1959,-1.4898633
1960,-0.76160326
1961,-2.9212433
1962,-3.8943153
1963,-4.384961
1964,-4.0682246
1965,-3.5111043
1966,-2.5328155
1967,-1.6873964
1968,-1.3980988
1969,-0.89928768
1970,-0.53766749
1971,-0.4819763
1972,-0.5333801
1973,-0.52246989
1974,-0.49307977
1975,-0.53051716
1976,-0.44779559
1977,-0.46459623
1978,-0.38506357
1979,-0.48942808
1980,-0.42492148
1981,-0.44130039
1982,-0.37539759
1983,-0.45228681
1984,-0.40672606
1985,-0.41976808
1986,-0.47985054
1987,-0.45911045
1988,-0.45683208
1989,-0.48010485
1990,-0.58779941
1991,-0.57426024
1992,-0.55424721
1993,-0.62051811
1994,-0.5948176
1995,-0.61261337
1996,-0.64766504
1997,-0.56023832
1998,-0.63740623
1999,-0.63460819
2000,-0.51851928
2001,-0.50397191
2002,-0.36189107
2003,-0.29904866
2004,-0.26717888
2005,-0.19419251
2006,-0.19240208
2007,-0.071317489
2008,-0.053523598
2009,-0.029566763
2010,0.047020617
2011,0.0040209855
2012,0.055046918
2013,0.04336091
2014,0.023562547
2015,0.019542722
2016,0.013656264
2017,0.084049077
2018,0.090896122
2019,0.12223264
2020,0.1628499
2021,0.082302086
2022,0.23661865
2023,0.18365295
2024,0.18977741
2025,0.20949712
2026,0.20935465
2027,0.20315573
2028,0.33178146
2029,0.3224094
2030,0.38638533
2031,0.40866058
2032,0.38929727
2033,0.53045532
2034,0.54518428
2035,0.58389835
2036,0.63601033
2037,0.69719605
2038,0.58756363
2039,0.64901772
2040,0.63839173
2041,0.59604228
2042,0.55777869
2043,0.54128097
2044,0.55901731
2045,0.53776883
2046,0.52052714
2047,0.44365812
2048,0.54493639
2049,0.52231248
2050,0.5076893
2051,0.49369375
2052,0.48639967
2053,0.47171256
2054,0.50220469
2055,0.68602434
2056,0.81336346
2057,0.92577458
2058,1.0300284
2059,1.1044336
2060,1.3856685
2061,1.5812144
2062,1.7173166
2063,1.7044098
2064,1.6705234
2065,1.5924119
2066,1.4331079
2067,1.2461458
2068,1.0478742
2069,0.80275863
2070,0.50358214
2071,0.31896599
2072,-0.012007384
2073,-0.042840598
2074,-0.10770912
2075,-0.16100313
2076,-0.20358106
2077,-0.14437556
2078,-0.14597041
2079,-0.20486453
2080,-0.1647142
2081,-0.17971524
2082,-0.17907795
2083,-0.15822417
2084,-0.12270101
2085,-0.10996763
2086,-0.084732804
2087,-0.04736188
2088,0.21757117
2089,0.58297649
2090,1.0009154
2091,1.0731004
2092,1.2425013
2093,1.4495869
2094,1.3797497
2095,1.0681166
2096,0.74606108
2097,0.84904613
2098,1.1621124
2099,-0.38125681
2100,-0.18649962
2101,-2.6824878
2102,-4.0168823
2103,-4.2181222
2104,-3.8416655
2105,-2.9940593
2106,-1.9739404
2107,-1.6397073
2108,-1.2912067
2109,-0.56676936
2110,-0.32797059
2111,-0.35881305
2112,-0.36747683
2113,-0.26171947
2114,-0.43112527
2115,-0.44179395
2116,-0.3533499
2117,-0.37600121
2118,-0.36462327
2119,-0.38663497
2120,-0.41732614
2121,-0.46416289
2122,-0.46274808
2123,-0.54337028
2124,-0.54589006
2125,-0.54595426
2126,-0.59512355
2127,-0.69263085
2128,-0.6992367
2129,-0.71662131
2130,-0.6611285
2131,-0.76789989
2132,-0.81352439
2133,-0.8734148
2134,-0.9560522
2135,-0.87202803
2136,-0.87619337
2137,-0.81070489
2138,-0.79011728
2139,-0.71594341
2140,-0.59079026
2141,-0.53481418
2142,-0.4767132
2143,-0.37184064
2144,-0.24637294
2145,-0.13094889
2146,-0.12053496
2147,0.014479258
2148,0.011071589
2149,0.0022752286
2150,0.11652929
2151,0.084693509
2152,0.1283251
2153,0.1601575
2154,0.10118565
2155,0.14420806
2156,0.13636224
2157,0.16388596
2158,0.20674542
2159,0.29980544
2160,0.30896572
2161,0.30677655
2162,0.34639645
2163,0.31397849
2164,0.3859669
2165,0.5131817
2166,0.45898087
2167,0.56655463
2168,0.58107131
2169,0.58295677
2170,0.69183783
2171,0.67918912
2172,0.67279958
2173,0.67036759
2174,0.6827621
2175,0.64401916
2176,0.60561895
2177,0.70029255
2178,0.64454818
2179,0.51677329
2180,0.59514554
2181,0.68509769
2182,0.5734656
2183,0.52972662
2184,0.52142569
2185,0.53106979
2186,0.38848935
2187,0.48497031
2188,0.38670994
2189,0.37442045
2190,0.43744564
2191,0.34410178
2192,0.37218879
2193,0.3764674
2194,0.31480166
2195,0.3627134
2196,0.59456603
2197,0.75787651
2198,0.91904515
2199,1.1127328
2200,1.278646
2201,1.3747004
2202,1.7065354
2203,1.8956841
2204,1.8727833
2205,1.7721659
2206,1.6967053
2207,1.3856256
2208,1.2328678
2209,0.9505372
2210,0.57927666
2211,0.2959571
2212,-0.20178549
2213,-0.30348223
2214,-0.38762337
2215,-0.36700021
2216,-0.37480505
2217,-0.47913017
2218,-0.38322503
2219,-0.39308814
2220,-0.46479868
2221,-0.41347572
2222,-0.40945921
2223,-0.46814299
2224,-0.41410923
2225,-0.37715362
2226,-0.33561887
2227,-0.36524952
2228,-0.13930581
2229,0.1456822
2230,0.80874553
2231,0.78128882
2232,0.72518731
2233,1.0682644
2234,1.1297018
2235,0.940981
2236,1.0080436
2237,1.5642571
2238,2.1514756
2239,0.18005396
2240,0.80393944
2241,-1.1069099
2242,-2.8541073
2243,-3.8986873
2244,-4.1531318
2245,-3.9971558
2246,-3.2908875
2247,-2.1893642
2248,-1.5822713
2249,-1.4197418
2250,-0.77623822
2251,-0.36466834
2252,-0.35131917
2253,-0.28209846
2254,-0.32809502
2255,-0.24445476
2256,-0.27204293
2257,-0.25295563
2258,-0.21698265
2259,-0.29821598
2260,-0.30900757
2261,-0.31775712
2262,-0.37635874
2263,-0.40969467
2264,-0.37896253
2265,-0.43216817
2266,-0.47256245
2267,-0.45051965
2268,-0.47193918
2269,-0.50832158
2270,-0.63612133
2271,-0.57613836
2272,-0.64785973
2273,-0.65471828
2274,-0.66189443
2275,-0.64606584
2276,-0.57512668
2277,-0.58149884
2278,-0.56127511
2279,-0.56830862
2280,-0.45494409
2281,-0.43891843
2282,-0.32415361
2283,-0.21697821
2284,-0.22141165
2285,-0.14777626
2286,-0.063389856
2287,0.022359195
2288,-0.053922652
2289,0.036558661
2290,0.062544658
2291,0.01289971
2292,0.17091905
2293,0.023649326
2294,-0.00090073401
2295,0.046446378
2296,0.068936828
2297,0.022108195
2298,0.094244559
2299,0.085704019
2300,0.1630688
2301,0.16418196
2302,0.13652682
2303,0.1895401
2304,0.24475174
2305,0.34320768
2306,0.2558181
2307,0.31011176
2308,0.3933497
2309,0.34045738
2310,0.47296407
2311,0.55601857
2312,0.63041308
2313,0.6022866
2314,0.53315645
2315,0.59669968
2316,0.76151275
2317,0.60544583
2318,0.73387369
2319,0.69851521
2320,0.67935095
2321,0.61438734
2322,0.59744178
2323,0.5448784
2324,0.52520109
2325,0.52317415
2326,0.48486465
2327,0.49053208
2328,0.45309773
2329,0.37501758
2330,0.37100799
2331,0.48005072
2332,0.42530487
2333,0.50881377
2334,0.68847679
2335,0.83558126
2336,0.9802153
2337,1.1705984
2338,1.3240908
2339,1.5856125
2340,1.7161152
2341,1.9341456
2342,1.9404373
2343,1.8565974
2344,1.7979553
2345,1.6118864
2346,1.4324763
2347,1.1167874
2348,0.86855153
2349,0.48389514
2350,0.10958938
2351,-0.1271405
2352,-0.31815938
2353,-0.3904573
2354,-0.23712713
2355,-0.33023956
2356,-0.36411214
2357,-0.3923664
2358,-0.40263892
2359,-0.35864349
2360,-0.42113622
2361,-0.32743019
2362,-0.38767076
2363,-0.47892311
2364,-0.42738391
2365,-0.33768145
2366,-0.27741627
2367,-0.24917941
2368,0.12690831
2369,0.7574027
2370,0.85381342
2371,0.87943277
2372,1.0265218
2373,1.0746765
2374,0.8469406
2375,0.57368995
2376,0.85798633
2377,1.2024158
2378,0.61324167
2379,-1.6556465
2380,-0.92021269
2381,-2.4495095
2382,-3.1920276
2383,-3.8751634
2384,-4.1807232
2385,-3.8921772
2386,-3.1562282
2387,-2.0225688
2388,-1.5201389
2389,-1.1702225
2390,-0.59172108
2391,-0.39647627
2392,-0.41005285
2393,-0.44187569
2394,-0.41732916
2395,-0.4230577
2396,-0.31273006
2397,-0.30414413
2398,-0.30352531
2399,-0.34484548
2400,-0.3214973
2401,-0.22451271
2402,-0.3555104
2403,-0.24303292
2404,-0.3110669
2405,-0.39434553
2406,-0.34914971
2407,-0.33717006
2408,-0.425003
2409,-0.33987118
2410,-0.31567764
2411,-0.37498894
2412,-0.37463538
2413,-0.46719398
2414,-0.38971277
2415,-0.33762768
2416,-0.4256848
2417,-0.25257294
2418,-0.34635428
2419,-0.22780434
2420,-0.18190239
2421,-0.17013342
2422,-0.075184146
2423,-0.055117972
2424,0.057978477
2425,-0.030611937
2426,0.093540119
2427,0.10650889
2428,0.18256499
2429,0.17340756
2430,0.15274786
2431,0.17927537
2432,0.12103317
2433,0.16948828
2434,0.10872204
2435,0.16637585
2436,0.1449043
2437,0.20499389
2438,0.19213428
2439,0.11082794
2440,0.16703457
2441,0.14103825
2442,0.17080344
2443,0.22293486
2444,0.26776037
2445,0.31807691
2446,0.26640339
2447,0.32930595
2448,0.37284243
2449,0.36188937
2450,0.42514223
2451,0.53365866
2452,0.4146216
2453,0.53391196
2454,0.51904957
2455,0.53886307
2456,0.59249776
2457,0.53310578
2458,0.54039423
2459,0.64966984
2460,0.61520821
2461,0.52459282
2462,0.46795155
2463,0.52266134
2464,0.53384419
2465,0.50274413
2466,0.49962214
2467,0.38647544
2468,0.38632762
2469,0.49503317
2470,0.42799711
2471,0.40711516
2472,0.47528623
2473,0.49998032
2474,0.69165004
2475,0.84566192
2476,1.0553762
2477,1.1936459
2478,1.2772052
2479,1.4663071
2480,1.6674008
2481,1.9156015
2482,1.9280549
2483,1.8639853
2484,1.8670685
2485,1.6940862
2486,1.4754697
2487,1.3196559
2488,1.0656747
2489,0.89766616
2490,0.67712457
2491,0.24714371
2492,0.049676504
2493,-0.086538702
2494,-0.13490496
2495,-0.17308643
2496,-0.17088711
2497,-0.10809801
2498,-0.16925271
2499,-0.15074175
2500,-0.09864077
2501,-0.095393694
2502,-0.17334648
2503,-0.17934131
2504,-0.20345963
2505,-0.16022208
2506,-0.11141973
2507,-0.03391909
2508,0.27296036
2509,0.80906609
2510,1.4302895
2511,1.3466755
2512,0.99819255
2513,0.23454213
2514,-0.62493364
2515,-1.1341003
2516,-1.2635559
2517,-0.96427199
2518,-0.37083214
2519,-1.0404894
2520,2.7446026
2521,-0.10192395
2522,-2.8516809
2523,-3.9749087
2524,-3.9954373
2525,-3.7196635
2526,-2.6809699
2527,-1.441639
2528,-1.1668635
2529,-0.65717801
2530,0.19802989
2531,0.32560922
2532,0.24802392
2533,0.21410455
2534,0.2312347
2535,0.15602696
2536,0.18260884
2537,-0.017426684
2538,0.080068624
2539,0.17351764
2540,-0.0054520943
2541,0.08809177
2542,-0.06066651
2543,-0.061423634
2544,-0.23860138
2545,-0.11370367
2546,-0.20938474
2547,-0.28177691
2548,-0.2254406
2549,-0.40003596
2550,-0.34852623
2551,-0.54806559
2552,-0.63013946
2553,-0.59565712
2554,-0.67086368
2555,-0.66044288
2556,-0.67935651
2557,-0.55530684
2558,-0.616194
2559,-0.62244661
2560,-0.46646307
2561,-0.44755099
2562,-0.42212896
2563,-0.42526753
2564,-0.2661539
2565,-0.10979095
2566,-0.090907536
2567,0.040707874
2568,-0.015153917
2569,0.098671804
2570,0.15602186
2571,0.09898997
2572,0.10749287
2573,0.11013242
2574,0.13155461
2575,0.17084545
2576,0.19566172
2577,0.19983166
2578,0.21016696
2579,0.23489276
2580,0.20217599
2581,0.26879019
2582,0.26429342
2583,0.27906444
2584,0.38569496
2585,0.34877103
2586,0.38672994
2587,0.40572022
2588,0.40813245
2589,0.50926479
2590,0.44136309
2591,0.58979889
2592,0.59175812
2593,0.56674437
2594,0.56212416
2595,0.44679032
2596,0.53317478
2597,0.48217058
2598,0.45638518
2599,0.41738415
2600,0.41448074
2601,0.401348
2602,0.30965594
2603,0.2873534
2604,0.25443549
2605,0.24627087
2606,0.19433849
2607,0.12471424
2608,0.20298548
2609,0.11132273
2610,0.19316855
2611,0.10161629
2612,0.12920063
2613,0.2176154
2614,0.28361275
2615,0.41857961
2616,0.58901054
2617,0.83914654
2618,1.0475469
2619,1.2788147
2620,1.5889406
2621,1.9124875
2622,2.1550011
2623,1.9325243
2624,1.7873729
2625,1.7160542
2626,1.3623743
2627,1.0701441
2628,0.68076116
2629,0.4013946
2630,0.092853713
2631,-0.4851557
2632,-0.76519087
2633,-0.81784633
2634,-0.81884361
2635,-0.75210186
2636,-0.8481649
2637,-0.89043512
2638,-0.82548985
2639,-0.78801503
2640,-0.96854557
2641,-0.88286201
2642,-0.77959626
2643,-0.91587261
2644,-0.96062332
2645,-0.8737008
2646,-0.90314839
2647,-0.8208519
2648,-0.49385555
2649,0.21113998
2650,0.5036087
2651,0.45144067
2652,0.80277864
2653,0.88392204
2654,0.8953199
2655,0.84012611
2656,1.3051815
2657,2.1146869
2658,1.5902704
2659,-1.9219276
2660,2.4028692
2661,2.036719
2662,0.34090237
2663,-1.2864359
2664,-3.3014551
2665,-4.2245689
2666,-3.3983068
2667,-2.0793023
2668,-1.5979055
2669,-1.5279736
2670,-0.075556017
2671,0.15018446
2672,-0.018965012
2673,0.15663253
2674,0.083514438
2675,0.054505576
2676,0.06397801
2677,-0.01048702
2678,-0.074013727
2679,-0.10897484
2680,-0.026492113
2681,-0.23756575
2682,-0.21214982
2683,-0.27712782
2684,-0.37903349
2685,-0.32254435
2686,-0.48713548
2687,-0.65077272
2688,-0.70534842
2689,-0.70664499
2690,-0.92590132
2691,-0.8662099
2692,-0.99841442
2693,-1.126847
2694,-1.3522409
2695,-1.4065604
2696,-1.3555018
2697,-1.457718
2698,-1.4997178
2699,-1.5850003
2700,-1.4679456
2701,-1.372172
2702,-1.3730991
2703,-1.2589068
2704,-1.0889847
2705,-0.92281284
2706,-0.9173121
2707,-0.6498836
2708,-0.57360531
2709,-0.35838517
2710,-0.36869867
2711,-0.32218233
2712,-0.2347721
2713,-0.38168321
2714,-0.22551155
2715,-0.15688768
2716,-0.10989784
2717,-0.045662064
2718,0.057007987
2719,-0.0044050464
2720,0.2453564
2721,0.086985038
2722,0.1154461
2723,0.22758341
2724,0.20257055
2725,0.26671901
2726,0.14088738
2727,0.37303201
2728,0.45446408
2729,0.42525272
2730,0.60888085
2731,0.40595386
2732,0.56530587
2733,0.51118929
2734,0.60684592
2735,0.54951025
2736,0.50974454
2737,0.78727949
2738,0.61515125
2739,0.53754415
2740,0.58858151
2741,0.58357135
2742,0.57533841
2743,0.479062
2744,0.51443781
2745,0.58001535
2746,0.46947286
2747,0.38714849
2748,0.42924352
2749,0.46601572
2750,0.40643673
2751,0.32298924
2752,0.2049005
2753,0.17274564
2754,0.36359224
2755,0.19390179
2756,0.1845098
2757,0.18137323
2758,0.2599665
2759,0.24193444
2760,0.42826528
2761,0.23032876
2762,0.11846871
2763,0.17731718
2764,0.44046951
2765,0.44224902
2766,0.63561819
2767,1.1076544
2768,1.4457986
2769,1.4092977
2770,1.1878451
2771,1.1434059
2772,0.89119047
2773,0.71810525
2774,0.90452113
2775,0.83995397
2776,0.49346968
2777,0.12504912
2778,-0.30902264
2779,-0.32715519
2780,-0.26980512
2781,-0.21065767
2782,-0.22993566
2783,-0.22410193
2784,-0.21592104
2785,-0.23121885
2786,-0.10172133
2787,-0.12929552
2788,0.0073680101
2789,-0.034076312
2790,0.11813815
2791,0.41608709
2792,1.1149831
2793,0.89916395
2794,1.1545248
2795,1.9873284
2796,2.4287317
2797,2.6139868
2798,1.9628195
2799,1.7691982
2800,-1.3622631
2801,-3.3530235
2802,-3.9756571
2803,-4.2282265
2804,-3.7996727
2805,-3.218119
2806,-2.049291
2807,-1.5296725
2808,-1.2974544
2809,-0.83059008
2810,-0.42436503
2811,-0.47203471
2812,-0.51516888
2813,-0.40258721
2814,-0.43984377
2815,-0.40805466
2816,-0.34322968
2817,-0.38626221
2818,-0.44859756
2819,-0.44478779
2820,-0.46136538
2821,-0.35765502
2822,-0.45114956
2823,-0.45308283
2824,-0.41227691
2825,-0.45107308
2826,-0.3903585
2827,-0.46497817
2828,-0.45665371
2829,-0.61793431
2830,-0.62550533
2831,-0.59844355
2832,-0.67672941
2833,-0.66020892
2834,-0.65055473
2835,-0.62648659
2836,-0.57630822
2837,-0.61395077
2838,-0.54016171
2839,-0.47888403
2840,-0.48626422
2841,-0.4357446
2842,-0.40404034
2843,-0.29283292
2844,-0.17227963
2845,-0.055059062
2846,-0.039811028
2847,-0.021250817
2848,0.021225858
2849,0.032141501
2850,0.0055192555
2851,0.078736856
2852,0.057119396
2853,-0.011383557
2854,0.062648614
2855,0.018703334
2856,0.066690407
2857,0.036431097
2858,0.0673542
2859,0.1152615
2860,0.042019669
2861,0.12611329
2862,0.031845278
2863,-0.0050344263
2864,0.25914945
2865,0.19144553
2866,0.28882797
2867,0.208862
2868,0.27987512
2869,0.28161752
2870,0.3040742
2871,0.36857037
2872,0.36852886
2873,0.48424656
2874,0.45195308
2875,0.53652412
2876,0.44951282
2877,0.508908
2878,0.59790349
2879,0.65801959
2880,0.61776177
2881,0.62312973
2882,0.61290676
2883,0.5606624
2884,0.56296018
2885,0.55307739
2886,0.50082801
2887,0.53918461
2888,0.41686391
2889,0.50496427
2890,0.48994675
2891,0.51285718
2892,0.55113786
2893,0.6061756
2894,0.71442683
2895,0.84235569
2896,0.99378893
2897,1.1099169
2898,1.1483134
2899,1.3754203
2900,1.6109722
2901,1.7430714
2902,1.7895363
2903,1.6545782
2904,1.5758174
2905,1.4343887
2906,1.3748985
2907,1.063426
2908,0.86959095
2909,0.58586802
2910,0.26028238
2911,0.13745371
2912,0.034019054
2913,-0.019212965
2914,0.026099144
2915,-0.078532135
2916,-0.065535432
2917,-6.0685538e-05
2918,-0.00070388093
2919,-0.10944542
2920,-0.082693936
2921,-0.07276241
2922,-0.02545923
2923,0.018727637
2924,0.0017723386
2925,0.054476173
2926,0.010278866
2927,0.23725283
2928,0.76055281
2929,1.0643457
2930,1.1205282
2931,1.3098261
2932,1.468151
2933,1.2678399
2934,0.87240877
2935,0.63855492
2936,0.91927041
2937,0.71614672
2938,-0.35122193
2939,-2.2346511
2940,1.9354139
2941,-0.54876161
2942,-2.3433933
2943,-3.3785997
2944,-4.2434162
2945,-4.1082127
2946,-3.044811
2947,-1.6656152
2948,-1.4281689
2949,-1.0200895
2950,-0.11958602
2951,0.19645346
2952,0.11236011
2953,0.136799
2954,0.1831146
2955,0.11482262
2956,0.13970984
2957,0.064160771
2958,-0.076424762
2959,0.11964848
2960,0.047738227
2961,-0.08808512
2962,-0.16747814
2963,-0.087828767
2964,-0.22899225
2965,-0.19830621
2966,-0.21673233
2967,-0.29271651
2968,-0.3773239
2969,-0.4581482
2970,-0.58024211
2971,-0.59794755
2972,-0.55775502
2973,-0.67927402
2974,-0.71476452
2975,-0.6567193
2976,-0.74916196
2977,-0.74145114
2978,-0.77261964
2979,-0.79419029
2980,-0.62048718
2981,-0.52279613
2982,-0.38184607
2983,-0.42528796
2984,-0.46277407
2985,-0.29762258
2986,-0.14937218
2987,-0.089397028
2988,-0.067538487
2989,-0.035564051
2990,0.012312978
2991,0.0079290433
2992,0.046252931
2993,-0.0015729175
2994,0.17067388
2995,0.14817795
2996,0.153269
2997,0.13371903
2998,0.079181531
2999,0.23618725
3000,0.18735324
3001,0.19535187
3002,0.25764088
3003,0.19105036
3004,0.21327837
3005,0.23697164
3006,0.32188255
3007,0.30056747
3008,0.34675211
3009,0.38094928
3010,0.42678163
3011,0.54205084
3012,0.52227832
3013,0.32599425
3014,0.37182427
3015,0.39498241
3016,0.42673111
3017,0.42251283
3018,0.40811466
3019,0.48273231
3020,0.33924359
3021,0.25099616
3022,0.31871522
3023,0.32999429
3024,0.43766247
3025,0.28029477
3026,0.36635703
3027,0.20082264
3028,0.25016819
3029,0.20604908
3030,0.2372067
3031,0.25328282
3032,0.11064083
3033,0.16059341
3034,0.1884015
3035,0.29655201
3036,0.64633559
3037,0.79985963
3038,1.0738657
3039,1.0875983
3040,1.2857696
3041,1.5006405
3042,1.8099441
3043,2.2429331
3044,2.1416854
3045,1.9899798
3046,1.7838311
3047,1.7000464
3048,1.4599993
3049,1.1057346
3050,0.86617063
3051,0.15670857
3052,-0.37163408
3053,-0.51717482
3054,-0.57012049
3055,-0.71142397
3056,-0.64748321
3057,-0.80954028
3058,-0.75343851
3059,-0.76874808
3060,-0.75939516
3061,-0.75445924
3062,-0.68913011
3063,-0.74411385
3064,-0.72209755
3065,-0.77188463
3066,-0.71977463
3067,-0.70657003
3068,-0.56007946
